19,10,3.8
19,15,0.7
20,10,0.1
20,11,2.4
20,12,2.6
20,15,2.7
20,17,0.7
20,18,3.2
20,19,2.4
20,22,2.4
20,23,0.2
21,9,2.1
21,10,1.2
21,12,0.5
21,14,4.6
21,17,3.0
21,18,0.3
21,21,4.4
21,22,0.9
22,7,2.8
22,8,0.0
22,12,3.0
22,13,0.6
22,15,0.2
22,16,2.7
22,18,0.7
22,19,3.3
22,20,4.2
22,22,4.2
22,23,0.8
23,7,3.2
23,8,3.4
23,9,4.1
23,11,2.0
23,14,1.4
23,19,3.2
23,23,0.3
1,1,3.7
1,7,3.5
1,1,3.7
